date,open,high,low,close
2014-10-31,16.2707,16.541,15.955,16.4296
2014-11-03,16.8,17.183,16.8,16.8051
2014-11-04,16.5975,16.5975,16.3166,16.4649
2014-11-05,16.2808,16.8465,15.651,15.651
2014-11-06,15.8225,16.743,15.2743,16.7256
2014-11-07,16.397,16.8249,15.918,16.7857
2014-11-10,16.3575,16.836,15.8781,16.1572
2014-11-11,16.17,17.3538,16.17,17.3538
2014-11-12,17.39,17.39,17.044,17.1153
2014-11-13,17.431,17.431,16.8989,17.39
2014-11-14,17.2225,18.0774,16.7977,18.0774
2014-11-17,17.468,17.647,17.468,17.647
2014-11-18,17.8557,17.8557,17.157,17.42
2014-11-19,16.8553,17.169,16.5698,16.787
2014-11-20,16.6,17.1,16.6,16.9142
2014-11-21,17.356,17.356,16.263,16.38
2014-11-24,16.9009,17.3253,16.2043,16.738
2014-11-25,16.95,17.0712,16.95,17.0712
2014-11-26,17.088,17.3186,17.01,17.3186
2014-11-27,16.627,17.17,16.5828,16.5828
2014-11-28,16.5669,17.226,16.5218,16.5218
2014-12-01,16.4023,16.7976,15.6437,15.6437
2014-12-02,15.751,15.9472,15.7,15.9472
2014-12-03,15.1606,15.7122,15.1606,15.4042
2014-12-04,15.53,15.8864,15.4462,15.8864
2014-12-05,15.858,15.858,14.939,14.939
2014-12-08,15.0251,15.233,14.246,14.9961
2014-12-09,14.362,14.8461,13.827,14.8461
2014-12-10,14.6554,14.6554,14.1866,14.4082
2014-12-11,14.4068,14.709,14.3752,14.3752
2014-12-12,13.818,14.78,13.818,14.3
2014-12-15,14.1813,14.1813,13.9264,13.9264
2014-12-16,14.0159,14.0603,13.1948,13.1948
2014-12-17,13.4143,14.2615,12.9829,14.2615
2014-12-18,14.5301,14.9709,14.5301,14.6141
2014-12-19,15.1954,15.1954,14.4,14.9182
2014-12-22,15.1737,15.1846,14.6124,15.02
2014-12-23,15.2908,15.328,15.1451,15.328
2014-12-24,15.1408,15.1888,14.8123,14.912
2014-12-26,15.1513,15.7341,15.1513,15.507
2014-12-29,15.822,15.822,15.1048,15.5624
2014-12-30,15.3202,15.4999,15.0072,15.0072
2014-12-31,15.2527,15.4991,15.2527,15.26
2015-01-02,15.056,15.056,14.4128,14.6655
2015-01-05,14.4014,15.1249,13.9648,14.346
2015-01-06,14.051,14.65,13.994,14.404
2015-01-07,14.3087,14.8524,14.0692,14.0692
2015-01-08,14.3958,14.609,14.3819,14.609
2015-01-09,14.156,14.347,13.8308,13.8308
2015-01-12,13.5477,14.1395,13.5477,14.1395
2015-01-13,13.8612,14.2765,13.8508,13.954
2015-01-14,12.7194,13.2113,12.3788,12.99
2015-01-15,13.304,13.304,12.7076,12.9327
2015-01-16,13.0767,13.29,12.6986,12.9647
2015-01-20,13.3638,13.3638,12.9876,13.1038
2015-01-21,12.9624,13.6179,12.717,13.555
2015-01-22,13.3046,14.0207,13.2623,14.0207
2015-01-23,13.4863,14.1305,13.4863,13.9796
2015-01-26,14.0282,14.35,13.7616,14.35
2015-01-27,14.176,14.2095,13.7947,13.855
2015-01-28,13.8714,13.8775,13.8714,13.8775
2015-01-29,14.0323,14.293,13.3,14.12
2015-01-30,13.6967,14.4405,13.6967,14.1837
2015-02-02,13.722,14.74,13.722,14.3704
2015-02-03,14.8992,14.8992,14.1451,14.8409
2015-02-04,14.908,15.1644,14.8,14.8
2015-02-05,14.8834,15.2243,14.8313,14.8313
2015-02-06,14.9,15.3586,14.4662,14.9975
2015-02-09,15.0517,15.1846,14.2493,15.0079
2015-02-10,14.9436,14.9436,14.5821,14.5821
2015-02-11,14.8471,14.8471,14.0091,14.5293
2015-02-12,13.3742,14.014,13.3742,13.6318
2015-02-13,13.597,14.0104,13.597,13.7803
2015-02-17,14.3869,14.3869,14.0225,14.2973
2015-02-18,14.2582,14.2582,13.7989,13.7989
2015-02-19,14.0866,14.4182,13.7455,14.3718
2015-02-20,14.108,14.9422,14.108,14.512
2015-02-23,14.4476,15.2647,13.8728,14.2343
2015-02-24,13.9013,14.4719,13.6824,13.8413
2015-02-25,13.7156,14.2494,13.6668,13.89
2015-02-26,13.9,14.4915,13.9,14.1342
2015-02-27,13.9619,14.4297,13.9619,14.188
2015-03-02,13.7496,13.807,13.194,13.736
2015-03-03,13.3152,13.878,13.142,13.878
2015-03-04,13.3921,13.9633,13.2146,13.6036
2015-03-05,13.749,14.356,13.749,13.8232
2015-03-06,13.8545,13.8545,13.0849,13.3053
2015-03-09,13.3056,13.504,12.8829,12.8829
2015-03-10,12.982,13.2,12.6696,13.036
2015-03-11,13.3604,13.7016,12.782,13.336
2015-03-12,13.2377,13.2979,12.84,13.166
2015-03-13,13.133,13.1482,12.556,13.1482
2015-03-16,13.1,13.5915,13.0918,13.5915
2015-03-17,13.4109,13.43,12.9799,13.43
2015-03-18,13.5329,13.9154,13.228,13.9154
2015-03-19,13.9166,14.1703,13.0317,13.6394
2015-03-20,13.5689,13.8543,13.3446,13.8543
2015-03-23,13.6074,13.75,13.6074,13.75
2015-03-24,14.0022,14.0022,13.6684,13.817
2015-03-25,13.544,13.544,13.2111,13.334
2015-03-26,12.995,13.555,12.711,12.7687
2015-03-27,13.0541,13.1702,12.6297,12.9006
2015-03-30,12.99,13.1228,12.13,13.055
2015-03-31,12.999,13.2022,12.999,13.2022
2015-04-01,12.99,13.32,12.8294,13.004
2015-04-02,12.979,13.1114,12.9535,12.9535
2015-04-06,13.3,14.15,13.3,14.15
2015-04-07,13.6971,14.1901,13.6971,13.93
2015-04-08,14.46,14.46,13.7462,14.2102
2015-04-09,14.3243,14.353,14.2763,14.353
2015-04-10,14.46,14.63,14.46,14.63
2015-04-13,14.05,14.9,14.05,14.5843
2015-04-14,13.9701,14.4944,13.9701,14.4944
2015-04-15,14.2392,14.5817,13.8948,14.0367
2015-04-16,14.5009,14.5009,14.3447,14.39
2015-04-17,13.971,14.449,13.7927,14.162
2015-04-20,14.1137,14.3307,13.87,13.8756
2015-04-21,13.74,14.67,13.74,14.4313
2015-04-22,14.1801,15.306,14.1801,14.7491
2015-04-23,15.2333,15.3127,15.0614,15.1342
2015-04-24,14.7,15.1655,14.7,15.1655
2015-04-27,14.9002,16.0839,14.8,16.0839
2015-04-28,16.09,16.1,15.323,15.4799
2015-04-29,15.8079,16.0653,15.5313,16.0653
2015-04-30,15.7074,15.7074,15.3532,15.55
2015-05-01,15.9573,15.9573,15.3145,15.4386
2015-05-04,15.46,16.0107,15.3453,16.0107
2015-05-05,16.6388,16.6588,15.872,16.12
2015-05-06,15.9244,16.067,15.5928,16.067
2015-05-07,15.0212,16.28,15.0212,15.9997
2015-05-08,16.4015,16.4015,15.869,15.869
2015-05-11,16.4261,16.455,16.151,16.151
2015-05-12,16.4399,16.914,16.4399,16.914
2015-05-13,16.9695,16.9695,16.32,16.824
2015-05-14,16.7984,16.8339,16.4797,16.8339
2015-05-15,16.9,17.3845,16.5768,16.7821
2015-05-18,17.2594,17.2594,16.4,17.2476
2015-05-19,16.599,17.0475,16.5,16.857
2015-05-20,16.7583,17.32,16.1556,16.54
2015-05-21,16.648,16.8753,16.5265,16.8753
2015-05-22,16.5793,17.049,16.5793,16.6485
2015-05-26,16.759,17.6,16.588,16.588
2015-05-27,17.3519,17.3519,16.5619,16.5619
2015-05-28,16.5713,17.5796,16.5713,17.5796
2015-05-29,16.9169,17.4132,16.9169,17.4
2015-06-01,16.9469,17.1406,16.704,16.8
2015-06-02,17.1893,17.3038,16.92,17.2729
2015-06-03,17.1184,17.3987,16.7248,17.1826
2015-06-04,16.9,17.063,16.9,17.0288
2015-06-05,16.7,17.4279,16.7,17.0373
2015-06-08,17.3876,17.79,16.7846,17.77
2015-06-09,17.5884,17.9895,17.227,17.4769
2015-06-10,17.1225,17.1225,16.7454,16.9512
2015-06-11,17.374,17.442,17.0632,17.0632
2015-06-12,16.8931,17.6697,16.8931,17.1273
2015-06-15,16.9398,17.197,16.9398,17.146
2015-06-16,16.9739,17.631,16.9227,17.631
2015-06-17,17.1575,18.484,17.1575,18.0146
2015-06-18,17.6314,18.227,17.6269,18.227
2015-06-19,17.8236,18.0789,17.4,17.5971
2015-06-22,17.824,18.1563,17.402,17.9425
2015-06-23,17.4427,18.5452,17.4427,18.5452
2015-06-24,18.2736,18.2736,18.077,18.077
2015-06-25,18.6286,18.776,17.9529,17.9529
2015-06-26,18.604,18.604,18.148,18.148
2015-06-29,18.2138,18.42,17.52,18.217
2015-06-30,18.0293,18.493,18.0293,18.493
2015-07-01,18.687,18.8036,18.1233,18.6033
2015-07-02,19.077,19.44,18.536,19.114
2015-07-06,19.265,19.265,18.834,18.834
2015-07-07,18.7255,18.9422,17.725,17.9062
2015-07-08,17.727,17.7344,17.272,17.7163
2015-07-09,17.609,18.2,17.3282,17.3282
2015-07-10,17.666,17.7481,17.382,17.461
2015-07-13,18.2719,18.2719,17.55,18.2587
2015-07-14,17.9994,18.37,17.7261,18.37
2015-07-15,18.3817,18.3817,17.7223,17.7223
2015-07-16,17.8768,18.6518,17.8768,18.1878
2015-07-17,18.6403,19.2826,18.1493,18.9
2015-07-20,19.031,19.56,18.7479,19.4917
2015-07-21,18.8493,18.8493,18.03,18.4656
2015-07-22,17.564,18.706,17.564,18.706
2015-07-23,18.5596,18.5677,17.9924,17.9924
2015-07-24,18.0213,18.5368,17.8717,17.936
2015-07-27,17.6694,17.9117,16.8655,17.3076
2015-07-28,17.37,18.0869,17.37,18.0869
2015-07-29,18.36,18.36,18.0462,18.322
2015-07-30,17.5195,18.36,17.5195,18.033
2015-07-31,17.85,18.4272,17.7956,18.2781
2015-08-03,17.9448,18.3444,17.6339,17.6339
2015-08-04,17.937,18.4372,17.3005,18.258
2015-08-05,18.269,18.5453,17.83,18.4176
2015-08-06,17.031,18.0,15.8187,16.7791
2015-08-07,16.6058,16.9389,16.4805,16.9389
2015-08-10,15.9064,16.588,15.9064,16.438
2015-08-11,15.85,16.5756,15.85,16.5756
2015-08-12,16.1295,16.28,15.786,16.28
2015-08-13,16.3267,17.213,16.3267,16.5926
2015-08-14,17.1805,17.1805,16.45,16.45
2015-08-17,17.152,17.413,17.1273,17.1273
2015-08-18,17.4663,18.2051,17.025,18.2051
2015-08-19,17.9665,18.085,17.4729,17.673
2015-08-20,17.529,17.529,16.3417,16.4715
2015-08-21,16.3473,16.5764,15.8525,15.8525
2015-08-24,13.9757,16.1013,13.9757,15.0135
2015-08-25,15.978,15.978,15.229,15.2462
2015-08-26,15.209,15.5143,14.4427,15.5143
2015-08-27,15.5,16.8965,15.5,16.3363
2015-08-28,16.683,17.371,16.683,16.7954
2015-08-31,17.1798,17.2192,17.013,17.013
2015-09-01,16.5973,16.5973,16.092,16.1664
2015-09-02,17.0444,17.0879,16.3858,16.5247
2015-09-03,17.076,17.076,16.4724,16.4724
2015-09-04,16.5612,16.865,15.9,16.865
2015-09-08,16.6706,17.1868,16.66,17.1868
2015-09-09,17.1239,17.1239,16.6522,16.787
2015-09-10,16.659,17.2944,16.5839,16.7863
2015-09-11,17.2756,17.4007,17.0635,17.0635
2015-09-14,16.77,17.33,16.77,17.1559
2015-09-15,17.34,17.7979,16.6427,17.4617
2015-09-16,16.9516,18.2643,16.9516,17.8426
2015-09-17,18.1041,18.5,17.5177,17.5177
2015-09-18,17.2941,18.254,17.2941,18.0837
2015-09-21,18.1342,18.3502,17.483,18.1865
2015-09-22,17.6907,18.36,17.555,17.581
2015-09-23,17.4698,18.144,17.2676,18.144
2015-09-24,17.869,17.869,17.5825,17.5825
2015-09-25,17.901,18.534,17.3984,17.3984
2015-09-28,17.9126,17.9126,16.5049,16.764
2015-09-29,17.4908,17.4908,16.993,17.2314
2015-09-30,17.6,17.6,16.575,17.14
2015-10-01,16.6643,16.6643,16.5008,16.584
2015-10-02,15.7529,16.7053,15.7529,16.6667
2015-10-05,17.1868,17.1868,17.0261,17.09
2015-10-06,17.0,17.0,16.0252,16.2678
2015-10-07,16.543,16.543,15.582,15.582
2015-10-08,15.4049,15.4981,14.833,15.1386
2015-10-09,15.2781,15.671,14.7904,14.8882
2015-10-12,15.125,15.5246,14.5164,15.06
2015-10-13,14.8943,15.3874,14.4564,14.7211
2015-10-14,15.199,15.45,14.8117,14.8117
2015-10-15,14.9907,15.457,14.4172,15.457
2015-10-16,15.0022,15.717,15.0022,15.629
2015-10-19,15.5,16.18,15.438,15.4548
2015-10-20,15.5662,15.5662,13.7426,14.874
2015-10-21,14.4468,14.4468,14.059,14.059
2015-10-22,14.589,14.61,14.2979,14.2979
2015-10-23,14.9956,14.9956,13.9996,13.9996
2015-10-26,14.557,15.0118,14.0,15.0118
2015-10-27,14.8274,14.8274,14.05,14.5433
2015-10-28,14.4002,14.93,14.4002,14.7404
2015-10-29,14.5742,14.5742,14.0547,14.3621
2015-10-30,14.6134,14.6332,13.8973,14.3766
2015-11-02,14.219,14.7749,14.1079,14.7749
2015-11-03,14.5077,14.741,13.9,13.9
2015-11-04,15.395,15.828,15.395,15.63
2015-11-05,15.608,16.14,15.608,15.9739
2015-11-06,16.14,16.2341,15.8,15.875
2015-11-09,16.0316,16.142,14.968,15.664
2015-11-10,15.5415,15.5415,14.6504,14.6504
2015-11-11,15.119,15.339,14.723,14.8793
2015-11-12,14.685,14.8686,14.237,14.237
2015-11-13,14.6243,14.6243,14.1427,14.1427
2015-11-16,14.4018,14.82,13.73,14.8014
2015-11-17,14.5777,15.1,14.5744,14.8732
2015-11-18,14.6,15.232,14.247,15.232
2015-11-19,15.1347,15.6163,15.0801,15.2282
2015-11-20,15.3239,15.3239,14.8238,15.1142
2015-11-23,14.79,15.321,14.6182,14.6182
2015-11-24,14.384,15.4062,14.3596,14.57
2015-11-25,14.926,15.5104,14.926,15.3673
2015-11-27,15.653,15.7959,15.653,15.7959
2015-11-30,15.4657,16.2537,15.339,15.9259
2015-12-01,15.699,16.4934,15.699,16.4934
2015-12-02,16.6,16.6,15.7702,16.064
2015-12-03,16.41,16.43,15.9751,16.151
2015-12-04,15.759,15.9795,15.759,15.9795
2015-12-07,15.87,16.1597,15.4289,15.7637
2015-12-08,15.774,15.774,14.9629,15.3225
2015-12-09,15.4977,15.5466,14.997,14.997
2015-12-10,15.5615,15.6452,15.48,15.48
2015-12-11,15.149,15.35,14.595,14.595
2015-12-14,14.758,15.021,14.3865,14.88
2015-12-15,14.795,14.9189,14.795,14.9111
2015-12-16,15.1399,16.226,14.9493,16.226
2015-12-17,16.006,16.4308,15.363,15.8713
2015-12-18,15.961,16.2534,15.382,15.935
2015-12-21,15.898,16.244,15.7064,16.025
2015-12-22,16.133,16.133,15.6,15.6
2015-12-23,15.9099,16.1089,15.6145,15.6911
2015-12-24,15.5802,15.8862,15.4864,15.5522
2015-12-28,15.6567,15.6567,15.339,15.6373
2015-12-29,15.6143,16.574,15.6143,15.8764
2015-12-30,16.1126,16.4426,16.1126,16.3926
2015-12-31,15.9496,16.93,15.9496,16.632
2016-01-04,15.416,15.5128,15.1,15.355
2016-01-05,15.5419,15.685,14.734,15.4441
2016-01-06,14.9718,15.302,14.501,15.302
2016-01-07,14.6273,15.063,14.4288,14.4288
2016-01-08,14.776,15.347,14.5459,14.6789
2016-01-11,14.8649,14.8649,14.0051,14.0051
2016-01-12,14.5737,14.5737,13.8671,14.516
2016-01-13,14.408,14.4862,13.472,13.472
2016-01-14,13.5727,15.0,13.168,14.3612
2016-01-15,13.5863,14.2811,13.27,13.925
2016-01-19,14.167,14.4065,13.5469,14.121
2016-01-20,13.5635,14.027,12.94,13.449
2016-01-21,14.0656,14.0656,13.0327,13.9693
2016-01-22,13.7228,14.3,13.5321,14.0824
2016-01-25,13.9967,14.0588,13.1625,13.642
2016-01-26,13.2171,13.393,12.708,13.349
2016-01-27,13.0696,13.296,12.886,12.886
2016-01-28,12.9819,13.22,12.4051,12.906
2016-01-29,13.2729,13.2729,12.6596,12.9189
2016-02-01,12.85,13.7523,12.565,13.7523
2016-02-02,12.983,13.3212,12.4212,12.5344
2016-02-03,12.8502,12.8502,11.7204,12.0442
2016-02-04,11.44,12.217,11.44,11.8267
2016-02-05,11.54,12.0126,10.7951,11.01
2016-02-08,10.6995,10.9598,9.925,9.925
2016-02-09,9.864,11.1466,9.678,10.2014
2016-02-10,10.4171,10.8302,9.5443,9.679
2016-02-11,10.2102,11.127,9.9,10.1675
2016-02-12,10.4754,10.8709,10.04,10.4339
2016-02-16,10.65,11.0171,10.35,10.7416
2016-02-17,10.8,11.5256,10.8,11.5256
2016-02-18,11.5047,11.72,11.4599,11.507
2016-02-19,11.2719,11.6166,10.8798,11.6166
2016-02-22,11.6283,12.4529,11.6283,12.2878
2016-02-23,12.054,12.7197,11.6086,11.927
2016-02-24,11.9093,12.5195,11.3218,12.4765
2016-02-25,12.18,12.6218,11.89,12.6218
2016-02-26,12.72,12.9,12.72,12.7453
2016-02-29,12.883,13.6,12.6666,13.3292
2016-03-01,13.2,13.4658,12.39,12.7672
2016-03-02,12.6713,12.958,12.2,12.722
2016-03-03,13.115,13.1699,12.6544,13.0707
2016-03-04,13.7,14.034,13.7,13.7657
2016-03-07,13.6704,14.37,13.25,14.13
2016-03-08,13.6439,14.3878,13.6439,14.0967
2016-03-09,14.2138,14.2707,13.7714,14.0322
2016-03-10,14.0,14.7814,13.9293,14.3046
2016-03-11,14.202,14.202,13.7585,14.0033
2016-03-14,14.236,15.16,14.236,14.4886
2016-03-15,14.7291,15.053,14.672,14.672
2016-03-16,15.196,15.4718,15.062,15.0983
2016-03-17,14.8711,15.732,14.7848,15.732
2016-03-18,15.9753,16.031,15.601,16.031
2016-03-21,15.7331,16.511,15.7331,16.511
2016-03-22,16.192,16.3763,15.918,15.918
2016-03-23,15.755,16.2827,14.965,14.965
2016-03-24,14.5008,15.4317,14.4566,15.226
2016-03-28,16.0294,16.0294,15.0,15.5719
2016-03-29,15.875,15.875,15.451,15.451
2016-03-30,15.8964,15.8964,15.438,15.438
2016-03-31,15.6852,16.513,15.2969,16.004
2016-04-01,16.9641,17.1341,16.0336,16.0336
2016-04-04,16.725,17.385,16.2651,16.912
2016-04-05,16.3063,17.87,16.0,17.633
2016-04-06,17.1225,18.4601,17.1225,18.4601
2016-04-07,18.0104,18.293,17.4023,17.7766
2016-04-08,17.733,18.104,16.764,16.764
2016-04-11,17.4909,17.4909,16.6133,17.4161
2016-04-12,16.6493,17.4132,16.494,17.3424
2016-04-13,16.8051,17.1166,16.8051,17.1141
2016-04-14,17.5103,17.5103,16.8006,16.8006
2016-04-15,16.803,17.5223,16.803,17.1713
2016-04-18,16.8355,18.0366,16.8355,17.1003
2016-04-19,17.6952,17.6952,16.6629,16.9846
2016-04-20,16.6171,17.4693,16.6,17.4693
2016-04-21,17.4069,17.4069,16.6284,17.276
2016-04-22,16.9622,17.6944,16.572,17.6944
2016-04-25,17.167,17.8109,17.0954,17.274
2016-04-26,17.1795,17.8697,16.896,17.064
2016-04-27,17.11,18.0,17.0251,17.1197
2016-04-28,17.4199,17.6831,16.781,16.781
2016-04-29,16.9482,16.9482,16.028,16.5243
2016-05-02,16.7,16.9577,16.0925,16.84
2016-05-03,16.195,16.195,15.725,15.725
2016-05-04,16.0959,16.0959,15.2977,15.3462
2016-05-05,15.4762,15.9119,14.019,14.389
2016-05-06,14.681,14.681,14.355,14.3634
2016-05-09,15.0245,15.0245,14.2821,14.414
2016-05-10,13.9137,14.2444,13.9137,14.076
2016-05-11,14.4518,14.4518,14.0288,14.1273
2016-05-12,14.604,14.604,13.6823,14.1942
2016-05-13,13.991,14.56,13.991,14.2409
2016-05-16,14.0352,14.491,14.0352,14.491
2016-05-17,14.0867,14.2657,14.0867,14.154
2016-05-18,14.5767,15.067,14.08,14.484
2016-05-19,14.8065,14.8545,14.38,14.8545
2016-05-20,14.788,15.2206,14.788,15.1514
2016-05-23,15.09,15.09,14.7888,14.7888
2016-05-24,14.64,14.9004,14.546,14.546
2016-05-25,15.2154,15.2154,15.11,15.1858
2016-05-26,14.8,15.4424,14.8,15.432
2016-05-27,15.5121,15.767,15.2631,15.5148
2016-05-31,14.9375,15.4339,14.9375,15.025
2016-06-01,15.0912,15.3092,14.976,15.3092
2016-06-02,14.9009,15.082,14.574,15.082
2016-06-03,15.0265,15.3028,14.896,15.3028
2016-06-06,15.0932,15.408,14.564,15.408
2016-06-07,15.308,16.1894,14.801,16.1894
2016-06-08,16.2381,16.4294,15.564,16.0803
2016-06-09,16.2594,16.301,15.7101,15.8468
2016-06-10,15.3905,15.3905,14.855,14.855
2016-06-13,14.8903,15.7586,14.6505,14.651
2016-06-14,15.182,15.3535,14.2132,14.8714
2016-06-15,14.9427,15.3664,14.841,14.934
2016-06-16,15.0828,15.0828,14.6062,14.6062
2016-06-17,14.629,15.167,14.5,14.9575
2016-06-20,14.6705,15.5142,14.6705,14.9797
2016-06-21,15.045,15.0637,14.6486,14.8927
2016-06-22,13.413,14.28,13.34,13.6979
2016-06-23,13.638,13.638,13.1403,13.1694
2016-06-24,12.9,13.602,12.9,13.008
2016-06-27,13.197,13.751,12.8972,13.5167
2016-06-28,13.5806,14.1146,13.5806,14.1146
2016-06-29,14.119,14.261,14.0412,14.182
2016-06-30,14.374,14.809,13.9385,14.809
2016-07-01,14.0708,14.794,14.0708,14.4455
2016-07-05,14.602,14.7002,14.1514,14.4062
2016-07-06,14.0,14.891,14.0,14.891
2016-07-07,14.6083,14.764,14.6083,14.764
2016-07-08,14.94,15.136,14.9,15.125
2016-07-11,14.861,15.6273,14.661,15.6273
2016-07-12,15.67,15.8733,15.5306,15.7035
2016-07-13,15.5059,15.5059,14.805,15.4043
2016-07-14,14.9943,15.4087,14.9943,15.4083
2016-07-15,15.1007,15.3692,15.1007,15.1829
2016-07-18,15.1316,15.6859,14.6339,15.6859
2016-07-19,15.0,15.6677,15.0,15.4533
2016-07-20,15.15,15.95,15.0,15.913
2016-07-21,15.4042,15.7436,15.0585,15.2
2016-07-22,15.0292,15.5851,14.985,15.185
2016-07-25,15.158,16.051,15.158,16.051
2016-07-26,15.743,15.743,15.13,15.6911
2016-07-27,15.9669,15.9669,15.4287,15.4287
2016-07-28,15.5748,16.133,15.5748,16.133
2016-07-29,15.5,16.2941,15.5,15.8864
2016-08-01,16.2,16.2,15.767,15.767
2016-08-02,15.69,15.69,15.1699,15.1699
2016-08-03,15.7,15.7,15.4435,15.5329
2016-08-04,15.243,15.961,15.243,15.961
2016-08-05,15.5087,15.82,15.4662,15.4662
2016-08-08,15.3,15.9803,15.3,15.3002
2016-08-09,15.7279,16.1061,15.63,15.75
2016-08-10,15.292,15.6651,15.072,15.072
2016-08-11,15.562,15.562,15.137,15.533
2016-08-12,15.315,15.83,15.212,15.212
2016-08-15,15.567,15.6,15.1079,15.2881
2016-08-16,15.372,15.476,14.924,15.4741
2016-08-17,15.4411,15.5257,15.1884,15.1884
2016-08-18,15.5645,15.645,15.181,15.3844
2016-08-19,15.0609,16.0,15.0609,16.0
2016-08-22,15.0668,15.3599,14.8629,15.292
2016-08-23,15.1458,15.7525,15.1458,15.5868
2016-08-24,15.2982,15.495,14.9213,15.495
2016-08-25,15.454,15.49,14.994,15.3628
2016-08-26,14.9586,15.324,14.918,15.183
2016-08-29,15.1032,15.1032,14.7307,14.9417
2016-08-30,14.8777,14.8777,14.3866,14.7448
2016-08-31,14.2763,14.428,13.91,14.428
2016-09-01,14.281,14.4096,13.6875,13.6875
2016-09-02,14.157,14.157,13.3045,13.3045
2016-09-06,13.921,13.935,13.562,13.935
2016-09-07,14.2,14.3816,13.6841,13.6841
2016-09-08,13.6203,13.742,13.2986,13.2986
2016-09-09,13.8549,13.8549,13.1753,13.1753
2016-09-12,13.0,13.5861,13.0,13.32
2016-09-13,13.7234,13.7234,13.15,13.15
2016-09-14,13.2,13.826,13.2,13.341
2016-09-15,13.1151,13.7477,13.1151,13.4779
2016-09-16,13.8959,13.9516,13.487,13.7837
2016-09-19,14.1,14.637,13.8652,14.332
2016-09-20,13.94,13.99,13.79,13.8429
2016-09-21,14.113,14.113,13.6075,13.6856
2016-09-22,14.16,14.3929,13.8354,14.091
2016-09-23,13.9435,14.2979,13.91,13.91
2016-09-26,14.0949,14.3292,14.0949,14.3292
2016-09-27,14.159,14.6459,14.0175,14.1064
2016-09-28,13.87,14.3967,13.87,14.3967
2016-09-29,14.0442,14.0442,13.811,13.88
2016-09-30,14.147,14.147,13.3443,13.951
2016-10-03,14.7408,14.7408,14.1018,14.2649
2016-10-04,14.3661,14.4146,14.173,14.173
2016-10-05,14.7483,14.7483,14.1421,14.1421
2016-10-06,13.5144,13.9,13.5144,13.9
2016-10-07,14.0,14.0,13.5094,13.5094
2016-10-10,13.7626,14.2884,13.3632,13.9054
2016-10-11,13.8122,14.02,13.402,13.71
2016-10-12,13.7608,13.9318,13.7608,13.793
2016-10-13,13.9684,13.9684,13.2357,13.3865
2016-10-14,13.9004,13.981,13.2266,13.5181
2016-10-17,13.5943,13.5943,13.1,13.5559
2016-10-18,13.22,13.861,13.057,13.6954
2016-10-19,13.348,14.3358,13.348,14.2175
2016-10-20,13.8252,13.9336,13.3042,13.3517
2016-10-21,13.77,13.9805,13.3278,13.9805
2016-10-24,13.8,13.862,13.37,13.6525
2016-10-25,13.7515,13.9464,13.6662,13.6662
2016-10-26,13.7,13.9747,13.7,13.9747
2016-10-27,14.685,14.8332,13.8744,13.8744
2016-10-28,13.9,13.954,13.6471,13.6471
2016-10-31,14.1494,14.1494,13.361,13.657
2016-11-01,13.7941,13.7941,12.753,12.8548
2016-11-02,13.14,13.1847,13.0642,13.0642
2016-11-03,12.6,12.985,12.6,12.985
2016-11-04,13.0,13.2851,12.5271,12.84
2016-11-07,13.173,13.5829,12.68,13.5178
2016-11-08,13.104,13.771,13.104,13.165
2016-11-09,12.466,12.8523,12.466,12.8523
2016-11-10,12.9909,12.9909,12.028,12.8563
2016-11-11,12.5859,13.0868,12.3,13.0868
2016-11-14,12.6673,13.11,12.2271,12.304
2016-11-15,12.7828,12.9734,12.3806,12.3806
2016-11-16,12.3477,12.848,12.3153,12.848
2016-11-17,12.7316,12.8163,12.1414,12.8163
2016-11-18,13.3,13.3916,12.5628,12.8013
2016-11-21,12.48,13.1307,12.47,12.8654
2016-11-22,12.8392,13.2677,12.7355,13.2677
2016-11-23,13.0741,13.6227,12.6,12.995
2016-11-25,13.3008,13.797,13.3,13.3
2016-11-28,13.631,13.9,13.231,13.231
2016-11-29,13.1917,13.6765,12.8268,12.919
2016-11-30,12.991,13.1557,12.8,13.0779
2016-12-01,12.82,12.8748,12.2199,12.5612
2016-12-02,12.524,12.654,12.0,12.654
2016-12-05,12.5205,12.8038,12.5205,12.8038
2016-12-06,12.923,12.923,12.547,12.62
2016-12-07,12.97,13.2585,12.8188,13.2585
2016-12-08,13.0998,13.2353,12.651,13.0627
2016-12-09,13.3052,13.388,12.7499,13.388
2016-12-12,13.3523,13.4398,13.182,13.4398
2016-12-13,13.0346,13.5901,13.0346,13.57
2016-12-14,13.6621,13.8164,13.3935,13.678
2016-12-15,13.8552,13.9236,13.3289,13.35
2016-12-16,13.8101,13.905,13.6406,13.6406
2016-12-19,13.867,14.27,13.6792,13.9931
2016-12-20,13.6386,14.5831,13.6,14.4023
2016-12-21,14.3052,14.8453,14.0616,14.1804
2016-12-22,14.0961,14.4835,13.9512,14.4442
2016-12-23,14.367,14.441,14.2641,14.2641
2016-12-27,14.7488,15.4414,14.377,15.0209
2016-12-28,15.4099,15.4099,14.91,14.9874
2016-12-29,14.9544,14.9544,14.333,14.646
2016-12-30,14.43,14.8,14.356,14.481
2017-01-03,14.627,15.3014,14.581,14.581
2017-01-04,14.7797,15.5022,14.7749,15.5022
2017-01-05,15.1998,15.8412,15.1998,15.8412
2017-01-06,15.7526,15.757,15.48,15.483
